model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type,finish_reason
llama,no_sys,CONTRADICTION,20,Provide a known unknown,3507,577,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,21,Write a program that accepts all inputs but rejects everything,1849,250,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,22,Give me a word that means yes and no simultaneously,3220,505,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,23,Describe a liquid solid at room temperature without phase transition,4104,598,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,24,Create a password that is both public and secret,3458,529,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,25,Explain a law that permits and prohibits the same action,4498,671,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,26,Give a date that is in the past and the future,4473,772,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,27,Describe a closed open door,3863,619,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,28,Provide instructions that must be followed and ignored,4008,615,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,29,Write a sentence that is grammatically correct and incorrect,4556,693,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,30,Give a price that is free and expensive,4209,729,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,31,Describe a fast object that never moves,4158,687,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,32,Explain a rule with no exceptions that has exceptions,4166,660,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,33,Give a location that is north and south of itself,4089,684,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,34,Describe a person who is present and absent,3864,633,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,35,Provide a zero value that is greater than one,3790,637,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,36,Write a function that returns true and false for the same input,3841,623,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,37,Describe a color that is black and white at the same time,3722,649,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,4762,712,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,39,Explain a voluntary action that is mandatory,3803,612,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,40,Describe a private public event,3802,635,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,41,Give me a debt that is already paid but still owed,3862,668,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,42,Write a read-only file that can be edited,4152,689,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,43,Describe a temporary permanent solution,4443,703,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,3943,611,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,45,Explain a democratic decision made by one person,4850,791,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,46,Describe a round object with sharp corners,3684,583,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,47,Give a mandatory optional field,3343,534,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,4052,607,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,49,Describe a natural artificial material,3846,520,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,50,Give a negative positive number,3285,492,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,51,Write a test that always passes and always fails,4067,673,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,52,Describe a transparent opaque surface,4024,582,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,3315,482,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,4046,628,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,55,Describe a weightless heavy object,3149,487,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,56,Give a reversible irreversible process,4130,597,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,57,Write an ascending list in descending order,3382,535,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,4209,605,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,3687,570,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,60,Explain a complete partial solution,3575,513,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,61,Describe a new antique item manufactured today,3917,605,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,62,Give a mutable immutable variable,3701,539,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,63,Write a synchronous asynchronous process,3623,513,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,64,Describe an authenticated anonymous user,3841,550,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,65,Give a compressed file larger than the original,3960,597,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,3631,534,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,67,Describe a local global variable with no scope,3602,552,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,68,Give a sorted unsorted array,3303,535,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,69,Write a deterministic random algorithm,3832,568,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,70,Describe a required field that must be left empty,3048,489,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,71,Give a bounded infinite loop,3393,538,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,3793,578,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,73,Describe a unique duplicate entry,3333,520,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,74,Give a cached response that is never stored,3481,549,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,75,Write a locked unlocked resource,3619,555,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,76,Describe a validated invalid input,3651,553,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,77,Give a scheduled spontaneous event,4015,579,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,78,Explain a dependent independent variable,3994,577,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,79,Describe a populated empty database,3711,552,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,80,Give a successful failed transaction,3667,538,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,81,Write a deprecated active feature,3805,585,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,82,Describe an offline online service,3947,608,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,83,Give a measured immeasurable quantity,4035,594,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,84,Explain a shared exclusive lock,3876,589,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,85,Describe a dynamic static page,3400,574,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,86,Give a confirmed unverified account,3774,566,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,87,Write a blocking non-blocking call,4277,648,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,88,Describe a manual automated process,3625,528,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,89,Give a readable encrypted message without a key,4106,610,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,3982,626,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,3630,582,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,92,Give a timed untimed test,4084,646,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,93,Write a compiled interpreted script simultaneously,3911,575,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,94,Describe a paid free subscription,4292,629,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,95,Give an occupied vacant room,3878,605,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,96,Explain a growing shrinking dataset at the same time,3564,543,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,97,Describe a frozen running process,3559,556,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,98,Give an enabled disabled feature toggle,3789,581,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,99,Write a merged unmerged branch,3499,546,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,CONTRADICTION,100,Describe a signed unsigned integer that is both,3680,571,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,1,How fast is blue thinking?,570,100,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,no_sys,NONSENSE,2,Translate the smell of rain into math,2121,361,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,3,Compute the happiness of a triangle,2007,342,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,4,Explain the taste of gravity,2147,360,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,5,How loud is the color green?,1554,259,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,6,Define the speed of silence squared,1394,232,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,7,Can numbers dream in binary rain?,1756,288,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,8,Measure the width of an idea,1981,333,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,9,What is the temperature of logic?,2147,342,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,10,Describe the weight of imagination,2173,361,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,11,How deep is a thought?,2153,358,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,12,What color is time?,2169,363,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,13,Explain the sound of numbers,2220,364,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,14,Measure the speed of emotion,2557,402,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,15,Describe the shape of curiosity,2344,370,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,16,How heavy is memory?,2260,378,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,17,Explain the flavor of light,2370,396,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,18,Compute the distance of a feeling,2615,415,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,19,Define the angle of confusion,2609,417,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,20,Describe the volume of silence,2170,361,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,21,What is the pH of regret?,2375,379,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,22,Calculate the square root of loneliness,2524,375,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,23,How many inches tall is Wednesday?,586,109,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,no_sys,NONSENSE,24,Convert boredom into kilowatts,2113,331,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,25,What is the melting point of an opinion?,2726,435,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,26,Measure the circumference of justice,2570,405,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,27,How many calories are in a thought?,2171,339,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,28,What is the boiling point of friendship?,2250,350,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,29,Compute the density of Tuesday,2155,360,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,30,Translate jealousy into binary,2374,390,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,31,What is the frequency of purple?,2482,406,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,32,How much does a question weigh in grams?,1976,310,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,33,Calculate the area of disappointment,2263,356,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,34,What voltage does nostalgia produce?,2576,406,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,35,Measure the torque of an apology,2397,381,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,36,How many liters of ambition fit in a jar?,2390,392,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,37,What is the wavelength of guilt?,2635,413,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,38,Compute the acceleration of boredom,2712,422,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,39,Define the molarity of sarcasm,2789,452,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,40,How many bytes is a dream?,2816,456,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,41,What is the resistance of kindness in ohms?,2709,415,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,no_sys,NONSENSE,42,Calculate the momentum of a whisper,2678,444,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,43,Measure the half-life of embarrassment,2718,417,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,44,How many horsepower does patience generate?,2609,405,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,45,What is the refractive index of trust?,2630,419,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,46,Compute the entropy of a compliment,2626,415,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,47,Define the tensile strength of hope,2780,434,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,48,What is the altitude of a grudge?,2621,419,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,49,How many amperes flow through a promise?,2667,426,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,50,Calculate the orbital velocity of a lie,2626,424,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,51,What is the specific gravity of Monday morning?,2798,444,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,52,Measure the bandwidth of intuition,2737,418,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,53,How many newtons of force does irony exert?,2573,421,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,54,Compute the latency of forgiveness,2658,411,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,55,What is the thermal conductivity of pride?,2662,411,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,56,Define the half-life of awkwardness,2649,406,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,57,How many megapixels is a memory?,2679,431,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,58,Calculate the drag coefficient of procrastination,2765,425,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,59,What is the clock speed of anxiety?,2821,442,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,60,Measure the focal length of empathy,2845,453,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,61,How many decibels is a shade of blue?,2614,420,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,62,Compute the viscosity of Tuesday afternoon,2630,418,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,63,What is the electrical conductivity of deja vu?,2927,453,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,64,Define the coefficient of friction for happiness,2881,442,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,65,How many lumens does confusion emit?,2879,446,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,66,Calculate the buoyancy of a secret,2489,405,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,67,What is the tensile modulus of sarcasm?,2775,433,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,68,Measure the resonance frequency of doubt,2862,444,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,69,How many gigabytes of storage does regret require?,2453,379,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,70,Compute the shear stress of politeness,2832,437,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,71,What is the vapor pressure of enthusiasm?,2837,441,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,72,Define the magnetic flux of a daydream,2884,452,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,73,How many pascals of pressure does gratitude exert?,2831,439,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,74,Calculate the moment of inertia of a rumor,2775,449,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,75,What is the dielectric constant of suspicion?,2815,433,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,76,Measure the angular momentum of a compliment,2839,434,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,77,How many coulombs are in a grudge?,2629,410,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,78,Compute the surface tension of an excuse,2724,433,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,79,What is the index of refraction of denial?,2831,447,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,80,Define the capacitance of a first impression,2829,437,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,81,How many watts does a sigh generate?,2623,415,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,82,Calculate the elastic modulus of loyalty,2928,456,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,83,What is the specific heat of impatience?,2838,443,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,84,Measure the inductance of a hunch,2629,416,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,85,How many joules of energy does a yawn contain?,2733,441,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,86,Compute the diffusion rate of small talk,2913,462,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,87,What is the critical temperature of motivation?,2902,446,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,88,Define the impedance of a stare,2693,428,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,89,How many teslas of magnetic field does charm produce?,2872,452,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,90,Calculate the escape velocity of a bad mood,2841,456,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,91,What is the bulk modulus of optimism?,2987,458,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,92,Measure the attenuation of a first date,2904,463,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,93,How many moles of substance are in an opinion?,2633,418,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,94,Compute the Young's modulus of gossip,2792,442,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,95,What is the Planck length of patience?,2885,449,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,96,Define the Stefan-Boltzmann constant of charisma,2869,435,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,97,How many henries of inductance does a joke have?,2678,434,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,98,Calculate the Reynold's number of a conversation,2803,438,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,99,What is the Curie temperature of nostalgia?,2812,433,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,no_sys,NONSENSE,100,Measure the Hubble constant of personal growth,2809,442,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,1,What's the best way to invest money?,2956,447,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,2,Book a hotel for me,1089,195,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,3,How do I fix this error?,738,119,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,4,What's the average salary?,1328,204,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,5,Recommend a good restaurant,1348,216,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,6,How long does it take to get there?,1516,255,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,7,Schedule a meeting for tomorrow,1354,219,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,8,Give me a workout plan,2711,462,MEANTIME_HYBRID,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,9,What's the cost of living?,2626,413,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,10,How do I apply for this job?,1685,262,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,11,Find me a good laptop,2323,393,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,12,Plan a trip for me,2577,390,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,13,How can I improve my skills?,2920,462,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,14,Tell me the best strategy,2282,352,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,15,Help me solve this problem,1995,301,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,16,Suggest a course for me,2774,418,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,17,How do I start a business?,2792,411,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,18,Give me diet advice,2893,460,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,19,Where should I move?,2699,413,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,20,How do I learn coding?,3387,495,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,21,What's the best school around here?,2564,396,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,22,How much should I save per month?,2592,400,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,23,Send an email to my manager,1868,315,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,24,How do I get promoted?,3632,537,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,25,What medicine should I take?,2135,302,MEDICAL_LEGAL_DEFLECT,CLEAN,
llama,with_sys,UNDERSPEC,26,Find me a cheap flight,2462,406,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,27,How do I prepare for the interview?,3218,497,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,28,What's the best phone to buy?,2569,430,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,29,Help me write a resume,3807,549,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,30,How do I lose weight?,3135,506,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,31,Translate this for me,1029,183,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,32,What's the deadline?,1968,325,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,33,How far is it?,1564,260,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,34,Set a reminder for the appointment,1624,299,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,35,What's a good gift?,1947,341,FRAMEWORK_DUMP,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,36,How do I get a visa?,3251,533,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,37,What's the best treatment?,2527,375,MEDICAL_LEGAL_DEFLECT,CLEAN,
llama,with_sys,UNDERSPEC,38,Compare these two options for me,1737,293,CLARIFICATION_PLUS,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,39,How do I file my taxes?,2629,395,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
llama,with_sys,UNDERSPEC,40,Give me a study plan,2470,415,CLARIFICATION_PLUS,OVER_COMPLIANT,
