model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type,finish_reason
gemini,with_sys,AMBIGUOUS,85,Should I update it?,1216,190,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,86,Is this compatible?,824,128,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,87,Was this already handled?,957,153,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,88,Should I accept this?,1122,181,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,89,Is this binding?,1189,186,MEDICAL_LEGAL_DEFLECT,CLEAN,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,90,Does this apply to everyone?,598,100,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,91,Should I file this?,1024,176,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,92,Is this duplicated?,800,142,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,93,Does this need a signature?,1087,168,MEDICAL_LEGAL_DEFLECT,CLEAN,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,94,Should I archive this?,1238,189,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,95,Is this within scope?,789,130,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,96,Was this communicated?,1078,175,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,97,Should I disclose this?,1798,268,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,98,Is this enforceable?,1278,205,MEDICAL_LEGAL_DEFLECT,CLEAN,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,99,Does this supersede the memo?,932,158,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,AMBIGUOUS,100,Should I proceed as planned?,1016,159,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,1,Give me a number that is both even and odd,326,61,OTHER,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,2,Explain something that is true and false at the same time,569,99,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,3,Write code that runs forever but stops immediately,181,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,4,Describe a square circle,178,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,5,Provide a constant that changes continuously,183,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,6,Explain motion that is both moving and still,200,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,7,Give a finite infinite sequence,456,72,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,8,Describe something that exists and does not exist,195,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,9,Create a silent sound,182,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,10,Explain a visible invisible object,201,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,11,Provide a hot ice example,183,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,12,Explain darkness that is bright,202,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,13,Describe upward downward motion simultaneously,203,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,14,Give a fixed variable value,204,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,15,Explain certainty that is uncertain,176,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,16,Describe full emptiness,209,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,17,Give a stable unstable system,158,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,18,Explain a beginning that has no start,179,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,19,Describe an end that never ends,206,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,20,Provide a known unknown,2318,382,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,21,Write a program that accepts all inputs but rejects everything,179,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,22,Give me a word that means yes and no simultaneously,170,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,23,Describe a liquid solid at room temperature without phase transition,178,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,24,Create a password that is both public and secret,210,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,25,Explain a law that permits and prohibits the same action,236,34,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,26,Give a date that is in the past and the future,178,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,27,Describe a closed open door,173,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,28,Provide instructions that must be followed and ignored,200,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,29,Write a sentence that is grammatically correct and incorrect,235,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,30,Give a price that is free and expensive,172,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,31,Describe a fast object that never moves,167,25,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,32,Explain a rule with no exceptions that has exceptions,191,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,33,Give a location that is north and south of itself,204,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,34,Describe a person who is present and absent,498,76,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,35,Provide a zero value that is greater than one,194,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,36,Write a function that returns true and false for the same input,186,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,37,Describe a color that is black and white at the same time,167,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,190,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,39,Explain a voluntary action that is mandatory,197,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,40,Describe a private public event,178,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,41,Give me a debt that is already paid but still owed,187,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,42,Write a read-only file that can be edited,187,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,43,Describe a temporary permanent solution,196,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,774,125,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,45,Explain a democratic decision made by one person,197,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,46,Describe a round object with sharp corners,184,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,47,Give a mandatory optional field,201,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,200,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,49,Describe a natural artificial material,209,34,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,50,Give a negative positive number,1013,159,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,51,Write a test that always passes and always fails,183,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,52,Describe a transparent opaque surface,184,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,196,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,165,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,55,Describe a weightless heavy object,162,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,56,Give a reversible irreversible process,175,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,57,Write an ascending list in descending order,186,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,411,61,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,188,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,60,Explain a complete partial solution,232,34,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,61,Describe a new antique item manufactured today,172,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,62,Give a mutable immutable variable,183,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,63,Write a synchronous asynchronous process,193,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,64,Describe an authenticated anonymous user,221,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,65,Give a compressed file larger than the original,889,127,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,177,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,67,Describe a local global variable with no scope,206,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,68,Give a sorted unsorted array,188,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,69,Write a deterministic random algorithm,163,24,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,70,Describe a required field that must be left empty,168,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,71,Give a bounded infinite loop,165,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,661,97,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,73,Describe a unique duplicate entry,196,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,74,Give a cached response that is never stored,3497,540,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,75,Write a locked unlocked resource,200,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,76,Describe a validated invalid input,183,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,77,Give a scheduled spontaneous event,206,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,78,Explain a dependent independent variable,213,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,79,Describe a populated empty database,195,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,80,Give a successful failed transaction,219,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,81,Write a deprecated active feature,646,99,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,82,Describe an offline online service,449,62,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,83,Give a measured immeasurable quantity,184,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,84,Explain a shared exclusive lock,190,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,85,Describe a dynamic static page,165,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,86,Give a confirmed unverified account,2230,330,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,87,Write a blocking non-blocking call,193,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,88,Describe a manual automated process,3032,417,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,CONTRADICTION,89,Give a readable encrypted message without a key,200,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,245,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,205,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,92,Give a timed untimed test,172,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,93,Write a compiled interpreted script simultaneously,203,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,94,Describe a paid free subscription,206,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,95,Give an occupied vacant room,198,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,96,Explain a growing shrinking dataset at the same time,282,39,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,97,Describe a frozen running process,187,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,98,Give an enabled disabled feature toggle,197,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,99,Write a merged unmerged branch,195,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,CONTRADICTION,100,Describe a signed unsigned integer that is both,174,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,1,How fast is blue thinking?,355,65,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,2,Translate the smell of rain into math,204,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,3,Compute the happiness of a triangle,166,25,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,4,Explain the taste of gravity,179,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,5,How loud is the color green?,1607,259,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,6,Define the speed of silence squared,3401,496,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,7,Can numbers dream in binary rain?,3688,538,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,8,Measure the width of an idea,186,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,9,What is the temperature of logic?,3409,483,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,10,Describe the weight of imagination,188,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,11,How deep is a thought?,3537,512,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,12,What color is time?,3964,594,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,13,Explain the sound of numbers,190,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,14,Measure the speed of emotion,3818,567,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,15,Describe the shape of curiosity,3246,469,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,16,How heavy is memory?,3875,595,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,17,Explain the flavor of light,3988,574,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,18,Compute the distance of a feeling,4311,671,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,19,Define the angle of confusion,4210,607,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,20,Describe the volume of silence,3899,577,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,21,What is the pH of regret?,2901,426,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,22,Calculate the square root of loneliness,4355,635,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,23,How many inches tall is Wednesday?,568,85,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,24,Convert boredom into kilowatts,176,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,25,What is the melting point of an opinion?,183,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,26,Measure the circumference of justice,198,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,27,How many calories are in a thought?,199,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,28,What is the boiling point of friendship?,3912,568,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,29,Compute the density of Tuesday,3976,594,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,30,Translate jealousy into binary,3558,576,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,31,What is the frequency of purple?,1632,249,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,32,How much does a question weigh in grams?,3311,491,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,33,Calculate the area of disappointment,3544,488,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,34,What voltage does nostalgia produce?,4095,610,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,35,Measure the torque of an apology,187,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,36,How many liters of ambition fit in a jar?,180,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,37,What is the wavelength of guilt?,189,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,38,Compute the acceleration of boredom,198,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,39,Define the molarity of sarcasm,186,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,40,How many bytes is a dream?,161,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,41,What is the resistance of kindness in ohms?,4479,625,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,42,Calculate the momentum of a whisper,172,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,43,Measure the half-life of embarrassment,3819,575,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,44,How many horsepower does patience generate?,4486,621,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,45,What is the refractive index of trust?,4325,621,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,46,Compute the entropy of a compliment,4511,599,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,47,Define the tensile strength of hope,4542,648,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,48,What is the altitude of a grudge?,4263,615,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,49,How many amperes flow through a promise?,4212,605,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,50,Calculate the orbital velocity of a lie,4374,627,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,51,What is the specific gravity of Monday morning?,3844,578,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,52,Measure the bandwidth of intuition,187,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,53,How many newtons of force does irony exert?,178,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,54,Compute the latency of forgiveness,4425,605,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,55,What is the thermal conductivity of pride?,4286,573,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,56,Define the half-life of awkwardness,189,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,57,How many megapixels is a memory?,4311,600,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,58,Calculate the drag coefficient of procrastination,212,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,59,What is the clock speed of anxiety?,166,25,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,60,Measure the focal length of empathy,4492,623,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,61,How many decibels is a shade of blue?,3931,584,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,62,Compute the viscosity of Tuesday afternoon,3861,568,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,63,What is the electrical conductivity of deja vu?,4174,598,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,64,Define the coefficient of friction for happiness,4429,622,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,65,How many lumens does confusion emit?,3560,511,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,66,Calculate the buoyancy of a secret,183,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,67,What is the tensile modulus of sarcasm?,185,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,68,Measure the resonance frequency of doubt,4594,624,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,69,How many gigabytes of storage does regret require?,4314,620,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,70,Compute the shear stress of politeness,4501,649,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,71,What is the vapor pressure of enthusiasm?,195,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,72,Define the magnetic flux of a daydream,192,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,73,How many pascals of pressure does gratitude exert?,4464,620,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,74,Calculate the moment of inertia of a rumor,3797,578,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,75,What is the dielectric constant of suspicion?,4100,584,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,with_sys,NONSENSE,76,Measure the angular momentum of a compliment,3839,558,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,77,How many coulombs are in a grudge?,3914,570,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,78,Compute the surface tension of an excuse,3988,579,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,with_sys,NONSENSE,79,What is the index of refraction of denial?,4142,625,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
